,x,y,z,labels,rarity,cost,player_class,type,card_info,card_set
14,1.6563489051964733,0.46624011070077065,3.854844745674252,Flash Heal,COMMON,0.04,PRIEST,SPELL,Restore #5 Health.,TGT
15,3.0384943138326714,-2.5409056558831935,-3.0241977283291197,Injured Blademaster,RARE,0.12,NEUTRAL,MINION,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,EXPERT1
16,0.7236453603816806,3.850421635443409,-0.3027120759902941,Tree of Life,EPIC,0.36,DRUID,SPELL,Restore all characters to full Health.,GVG
17,-0.47529620408072293,1.8014794989487448,-0.22443249993615885,Lightning Storm,RARE,0.12,SHAMAN,SPELL,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),EXPERT1
18,1.4580492195224648,1.3133036431882528,3.4461299726355556,Blessing of Wisdom,COMMON,0.04,PALADIN,SPELL,"Choose a minion. Whenever it attacks, draw a card.",EXPERT1
19,-4.117624096036585,0.15288562630930405,-0.42313359147983454,Clockwork Knight,COMMON,0.2,NEUTRAL,MINION,<b>Battlecry:</b> Give a friendly Mech +1/+1.,TGT
20,3.392243447983907,-2.6476112900376276,-2.2201872561883143,Saboteur,RARE,0.12,NEUTRAL,MINION,<b>Battlecry:</b> Your opponent's Hero Power costs (5) more next turn.,TGT
21,3.398960712324199,0.46117913997886906,-2.535220690317343,King Mukla,LEGENDARY,0.12,NEUTRAL,MINION,<b>Battlecry:</b> Give your opponent 2 Bananas.,EXPERT1
22,1.366109723823979,-0.22053003732453108,0.7964719761353125,Clockwork Giant,EPIC,0.48,NEUTRAL,MINION,Costs (1) less for each card in your opponent's hand.,GVG
23,-3.5043520425009436,-3.5511958255627816,1.1035309103483963,Darkscale Healer,COMMON,0.2,NEUTRAL,MINION,<b>Battlecry:</b> Restore 2 Health to all friendly characters.,CORE
24,-2.2974584499748625,-0.841812655132909,-1.2511074323665727,Southsea Squidface,COMMON,0.16,ROGUE,MINION,<b>Deathrattle:</b> Give your weapon +2 Attack.,OG
25,-1.2955810847106068,0.3222872696568887,-1.6043497472373462,Whirling Zap-o-matic,COMMON,0.08,SHAMAN,MINION,<b>Windfury</b>,GVG
26,-4.122789412956858,0.12193041779414823,-0.4303837757295687,Lance Carrier,COMMON,0.08,NEUTRAL,MINION,<b>Battlecry:</b> Give a friendly minion +2 Attack.,TGT
27,-1.295687359528047,0.3499500179600458,2.5277255408676744,Sabotage,EPIC,0.16,ROGUE,SPELL,Destroy a random enemy minion. <b>Combo</b>: And your opponent's weapon.,GVG
28,1.5666049697831539,1.8225399660539565,1.202042534955225,Light of the Naaru,RARE,0.04,PRIEST,SPELL,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",GVG
29,2.5232017808758975,-0.32594242305595555,-2.3745828499077994,Varian Wrynn,LEGENDARY,0.4,WARRIOR,MINION,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.",TGT
30,0.9101996060989258,2.746173766918998,2.7771265955579807,Pyroblast,EPIC,0.4,MAGE,SPELL,Deal $10 damage.,EXPERT1
31,2.1645226658423,1.1678937536970642,-2.78548189925859,Icehowl,LEGENDARY,0.36,NEUTRAL,MINION,"<b>Charge</b>
Can't attack heroes.",TGT
32,0.9891377129895064,4.013798194381135,1.1343551875803657,Claw,FREE,0.04,DRUID,SPELL,Give your hero +2 Attack this turn and 2 Armor.,CORE
33,3.9419112162948924,0.891554647036199,-2.1162416242803905,Gormok the Impaler,LEGENDARY,0.16,NEUTRAL,MINION,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",TGT
34,0.4344512165045685,1.6411125894797411,2.8454630629079163,Slam,COMMON,0.08,WARRIOR,SPELL,"Deal $2 damage to a minion. If it survives, draw a card.",EXPERT1
35,-4.241912530575383,1.1347547734303878,-0.007654292950274315,Master of Disguise,RARE,0.16,ROGUE,MINION,<b>Battlecry:</b> Give a friendly minion <b>Stealth</b> until your next turn.,EXPERT1
36,2.502778052228585,2.2033867048118476,2.6500164186958113,Ancestral Healing,FREE,0.0,SHAMAN,SPELL,Restore a minion to full Health and give it <b>Taunt</b>.,CORE
37,2.189185227802783,1.135195376087135,-2.800499000202451,Skycap'n Kragg,LEGENDARY,0.28,NEUTRAL,MINION,"<b>Charrrrrge</b>
Costs (1) less for each friendly Pirate.",TGT
38,3.78008900323302,-1.9825949323848384,1.6385934860420217,Dragon Egg,RARE,0.04,NEUTRAL,MINION,"Whenever this minion takes damage, summon a 2/1 Whelp.",BRM
39,-4.167147440487262,0.00861655080836806,-0.34981791740568646,Youthful Brewmaster,COMMON,0.08,NEUTRAL,MINION,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,EXPERT1
40,0.6068980918441813,-0.8629335246247803,-1.4931564194797646,Pit Lord,EPIC,0.16,WARLOCK,MINION,<b>Battlecry:</b> Deal 5 damage to your hero.,EXPERT1
41,-0.4586374054746714,2.875564561006318,-1.0054127947447322,Eaglehorn Bow,RARE,0.12,HUNTER,WEAPON,"Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability.",EXPERT1
42,-2.366703387799509,-1.347081100084914,-2.4787010730770085,Harvest Golem,COMMON,0.12,NEUTRAL,MINION,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,EXPERT1
43,1.2121252408473957,-0.8551189520091523,-0.7311918222520385,Twilight Guardian,EPIC,0.16,NEUTRAL,MINION,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",TGT
44,1.7245915518083015,-2.5340764530385957,1.0206073218304215,Addled Grizzly,RARE,0.12,DRUID,MINION,"After you summon a minion, give it +1/+1.",OG
45,-2.622409880629812,-2.951057117559741,-1.6994424022503407,Young Dragonhawk,COMMON,0.04,NEUTRAL,MINION,<b>Windfury</b>,EXPERT1
46,-3.5737228902723883,-3.884107183081426,0.4035494358055451,Dragonling Mechanic,COMMON,0.16,NEUTRAL,MINION,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,CORE
47,3.0128929162414617,0.5244723381733221,0.14674886002054746,Magma Rager,FREE,0.12,NEUTRAL,MINION,,CORE
48,3.4332357191070777,-2.3676465505597397,2.174301093109484,Imp Master,RARE,0.12,NEUTRAL,MINION,"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.",EXPERT1
49,-3.573722835666363,-3.884107259614809,0.4035494402399293,Gnomish Inventor,COMMON,0.16,NEUTRAL,MINION,<b>Battlecry:</b> Draw a card.,CORE
50,-3.4681394844612248,0.5704684936942963,-0.6910861642792382,Big Game Hunter,EPIC,0.2,NEUTRAL,MINION,<b>Battlecry:</b> Destroy a minion with an Attack of 7 or more.,EXPERT1
51,1.2042888764469601,-2.469179611266816,-1.9620113949006275,Reliquary Seeker,RARE,0.04,WARLOCK,MINION,"<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.",LOE
52,-1.8595488286788424,-2.643108378236963,0.9622208320604451,Ravaging Ghoul,COMMON,0.12,WARRIOR,MINION,<b>Battlecry:</b> Deal 1 damage to all other minions.,OG
53,3.0398738540017876,-2.545860484333658,-3.0177831829058523,Injured Kvaldir,RARE,0.04,NEUTRAL,MINION,<b>Battlecry:</b> Deal 3 damage to this minion.,TGT
54,0.8576948203729334,0.9449042232444427,3.278695775410485,Naturalize,COMMON,0.04,DRUID,SPELL,Destroy a minion. Your opponent draws 2 cards.,EXPERT1
55,-3.5720394521690286,-3.8832885553981775,0.3988812807480953,Razorfen Hunter,COMMON,0.12,NEUTRAL,MINION,<b>Battlecry:</b> Summon a 1/1 Boar.,CORE
56,1.4994404128314385,1.6142409181555424,-1.0153841601639528,"Ragnaros, Lightlord",LEGENDARY,0.32,PALADIN,MINION,"At the end of your turn, restore 8 Health to a damaged friendly character.",OG
57,0.9816875340211977,1.6181067776121898,3.887343308466353,Demonfuse,COMMON,0.08,WARLOCK,SPELL,Give a Demon +3/+3. Give your opponent a Mana Crystal.,TGT
58,1.9909024975631775,-2.4867766484462646,-1.8586406114129599,Draenei Totemcarver,RARE,0.16,SHAMAN,MINION,<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,TGT
59,1.4632105721896695,2.049826915161292,2.6241802899474984,Mulch,EPIC,0.12,DRUID,SPELL,"Destroy a minion.
Add a random minion to your opponent's hand.",TGT
60,3.4006636444451726,-2.6627820058348433,-2.2212435449563532,Midnight Drake,RARE,0.16,NEUTRAL,MINION,"<b>Battlecry:</b> Gain +1 Attack for each other card
in your hand.",OG
61,-2.3188114778349256,3.6474278086303267,0.3537177564033803,Duplicate,COMMON,0.12,MAGE,SPELL,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",NAXX
62,-0.27071667421907253,-0.364844266801316,-0.9022633544480276,Dreadsteed,EPIC,0.16,WARLOCK,MINION,<b>Deathrattle:</b> Summon a Dreadsteed.,TGT
63,0.16200904806455857,0.6414400456448518,-3.8479579718436483,Al'Akir the Windlord,LEGENDARY,0.32,SHAMAN,MINION,"<b>Windfury, Charge, Divine Shield, Taunt</b>",EXPERT1
64,-1.4963027115119756,-1.061343536497378,2.648291525311217,Unbound Elemental,COMMON,0.12,SHAMAN,MINION,"Whenever you play a card with <b>Overload</b>, gain +1/+1.",EXPERT1
65,0.004960558656005966,-2.611779442179856,3.036013783596942,Burly Rockjaw Trogg,COMMON,0.16,NEUTRAL,MINION,"Whenever your opponent casts a spell, gain +2 Attack.",GVG
66,0.04717780025634473,-2.6647161634566854,3.0451562601070856,Ice Rager,COMMON,0.12,NEUTRAL,MINION,,TGT
67,-1.3096004099059622,-2.361701463514035,-2.471504426623511,Stranglethorn Tiger,COMMON,0.2,NEUTRAL,MINION,<b>Stealth</b>,EXPERT1
68,-0.3077040790513681,2.0208820146557622,2.297534413369274,Cleave,COMMON,0.08,WARRIOR,SPELL,Deal $2 damage to two random enemy minions.,CORE
69,-1.8172756411655961,-3.9833685129653134,-2.2210262382221466,Silverback Patriarch,COMMON,0.12,NEUTRAL,MINION,<b>Taunt</b>,CORE
70,-1.408476575994652,1.0571516083913768,0.6567924156524161,Feral Rage,COMMON,0.12,DRUID,SPELL,<b>Choose One</b> - Give your hero +4 Attack this turn; or Gain 8 Armor.,OG
71,-1.7447395004301531,3.832336499522744,0.08634201652441466,Vaporize,RARE,0.12,MAGE,SPELL,"<b>Secret:</b> When a minion attacks your hero, destroy it.",EXPERT1
72,-1.4961668118434643,-4.2034597252172325,-0.8209027072748497,Spiteful Smith,COMMON,0.2,NEUTRAL,MINION,<b>Enrage:</b> Your weapon has +2 Attack.,EXPERT1
73,-1.3633106703343616,-3.0186531813071786,-0.7713061213490955,Kvaldir Raider,COMMON,0.2,NEUTRAL,MINION,<b>Inspire:</b> Gain +2/+2.,TGT
74,2.4393254261777986,2.2874107062531035,-1.5053384976200115,Fjola Lightbane,LEGENDARY,0.12,NEUTRAL,MINION,"Whenever <b>you</b> target this minion with a spell, gain <b>Divine Shield.</b>",TGT
75,3.415514423142151,-2.6775571825547155,-0.6016731428111657,Pint-Sized Summoner,RARE,0.08,NEUTRAL,MINION,The first minion you play each turn costs (1) less.,EXPERT1
76,2.173523661838149,-2.293783413034006,-1.5118076809548606,Twilight Darkmender,RARE,0.2,PRIEST,MINION,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",OG
77,-2.706713060920727,-2.133758638506798,0.3141051346087866,Desert Camel,COMMON,0.12,HUNTER,MINION,<b>Battlecry:</b> Put a 1-Cost minion from each deck into the battlefield.,LOE
78,0.8756140579316966,1.8896124880416534,4.16150374716361,Sacrificial Pact,COMMON,0.0,WARLOCK,SPELL,Destroy a Demon. Restore #5 Health to your hero.,CORE
79,2.618216277805363,-0.16322309660997575,-2.0059233910731655,Eadric the Pure,LEGENDARY,0.28,PALADIN,MINION,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",TGT
80,-4.205615320831732,0.3313559869032155,0.08299538488929535,Wildwalker,COMMON,0.16,DRUID,MINION,<b>Battlecry:</b> Give a friendly Beast +3 Health.,TGT
81,-1.307942657851716,-0.48407929836759955,0.019286504677151373,Druid of the Saber,COMMON,0.08,DRUID,MINION,<b>Choose One -</b> Transform to gain <b>Charge</b>; or +1/+1 and <b>Stealth</b>.,TGT
82,3.386365586608744,0.45747340125025,-2.53615078756523,"N'Zoth, the Corruptor",LEGENDARY,0.4,NEUTRAL,MINION,<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.,OG
83,-2.4544235459081767,-2.076919425812831,-2.6733613557527147,Infested Tauren,COMMON,0.16,NEUTRAL,MINION,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Slime.",OG
84,0.38758762005826514,-1.0314030810440968,0.455461823889408,Shade of Naxxramas,EPIC,0.12,NEUTRAL,MINION,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",NAXX
85,1.2208488196454133,-0.8528992093635424,-0.7213805314583476,Sideshow Spelleater,EPIC,0.24,NEUTRAL,MINION,<b>Battlecry:</b> Copy your opponent's Hero Power.,TGT
86,-0.3433032109825987,3.629935928792532,0.7086449150724526,Excavated Evil,RARE,0.2,PRIEST,SPELL,"Deal $3 damage to all minions.
Shuffle this card into your opponent's deck.",LOE
87,0.00496020939036146,-2.611782375859944,3.036016489476939,Dragonkin Sorcerer,COMMON,0.16,NEUTRAL,MINION,"Whenever <b>you</b> target this minion with a spell, gain +1/+1.",BRM
88,3.7778461359445856,-1.9814171164635839,1.636408523502445,Mana Addict,RARE,0.08,NEUTRAL,MINION,"Whenever you cast a spell, gain +2 Attack this turn.",EXPERT1
89,-3.755984674868939,1.053631682592971,-0.04756297983191748,Princess Huhuran,LEGENDARY,0.2,HUNTER,MINION,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.,OG
90,2.3498524825219533,-2.2076340153259415,0.7682018609845833,Shadowboxer,RARE,0.08,PRIEST,MINION,"Whenever a character is healed, deal 1 damage to a random enemy.",GVG
91,0.6992095103190012,0.8567512221061269,-3.2520496924955826,Anub'arak,LEGENDARY,0.36,ROGUE,MINION,<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.,TGT
92,2.2477153870134456,2.2075172268790313,2.7372960407114366,Polymorph,FREE,0.16,MAGE,SPELL,Transform a minion into a 1/1 Sheep.,CORE
93,2.95943117895492,-3.1331480294383796,-0.44658032611210213,Coliseum Manager,RARE,0.12,NEUTRAL,MINION,<b>Inspire:</b> Return this minion to your hand.,TGT
94,-0.8576179144256965,1.9445159211105494,-1.9866012477052715,Charged Hammer,EPIC,0.16,SHAMAN,WEAPON,<b>Deathrattle:</b> Your Hero Power becomes 'Deal 2 damage.',TGT
95,-1.0584671934141108,1.3513500200008441,-1.2798584612945085,Stormforged Axe,COMMON,0.08,SHAMAN,WEAPON,<b>Overload:</b> (1),EXPERT1
96,-3.699968798873043,-2.7983083692693196,0.15571466135005407,Flame Juggler,COMMON,0.08,NEUTRAL,MINION,<b>Battlecry:</b> Deal 1 damage to a random enemy.,TGT
97,-1.7272382102566763,3.0007529974934237,1.835145739271079,Circle of Healing,COMMON,0.0,PRIEST,SPELL,Restore #4 Health to ALL minions.,EXPERT1
98,-2.8361043927309044,-1.47280245149452,-2.7027353417731845,Explosive Sheep,COMMON,0.08,NEUTRAL,MINION,<b>Deathrattle:</b> Deal 2 damage to all minions.,GVG
99,-0.26538044676776307,2.1848005546548652,3.173910554138945,Forgotten Torch,COMMON,0.12,MAGE,SPELL,Deal $3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,LOE
100,-2.8674841014893224,-1.8430193478624723,1.1122739586283905,Twilight Flamecaller,COMMON,0.12,MAGE,MINION,<b>Battlecry:</b> Deal 1 damage to all enemy minions.,OG
101,-2.40667474814724,3.0504198837537935,0.3500272302003721,Eye for an Eye,COMMON,0.04,PALADIN,SPELL,"<b>Secret:</b> When your hero takes damage, deal that much damage to the enemy hero.",EXPERT1
102,-0.033476821464091464,-2.6103689831337644,3.0493106406854147,Spider Tank,COMMON,0.12,NEUTRAL,MINION,,GVG
103,0.3568705889778629,3.9458099677425533,-0.5974595832557164,Echo of Medivh,EPIC,0.16,MAGE,SPELL,Put a copy of each friendly minion into your hand.,GVG
104,0.08434697852282064,-2.6385709870173626,3.022110391115149,Chillwind Yeti,COMMON,0.16,NEUTRAL,MINION,,CORE
105,2.4604282603795413,2.3084026068932126,-1.487223557315459,"Nat, the Darkfisher",LEGENDARY,0.08,NEUTRAL,MINION,"At the start of your opponent's turn, they have a 50% chance to draw an extra card.",OG
106,-2.2533614602282044,-0.5394347397043564,0.5460278391176772,Bladed Cultist,COMMON,0.04,ROGUE,MINION,<b>Combo</b>: Gain +1/+1.,OG
107,-3.5054236131855334,-3.5510219734392123,1.1034054633970583,Priestess of Elune,COMMON,0.24,NEUTRAL,MINION,<b>Battlecry:</b> Restore 4 Health to your hero.,EXPERT1
108,3.0095729094697106,0.5236171741994349,0.14704673666215223,River Crocolisk,FREE,0.08,NEUTRAL,MINION,,CORE
109,2.158615969997106,2.4199872654870815,-2.254322834038381,Eydis Darkbane,LEGENDARY,0.12,NEUTRAL,MINION,"Whenever <b>you</b> target this minion with a spell, deal 3 damage to a random enemy.",TGT
110,-4.428003505032618,0.17087333002338226,-0.2045040984954398,Keeper of Uldaman,COMMON,0.16,PALADIN,MINION,<b>Battlecry:</b> Set a minion's Attack and Health to 3.,LOE
111,-1.8173650281009526,-3.9871300477713585,-2.223386981566359,Shieldbearer,COMMON,0.04,NEUTRAL,MINION,<b>Taunt</b>,EXPERT1
112,-4.137852586902101,-0.04994938377288084,-0.6257914284540859,Abusive Sergeant,COMMON,0.04,NEUTRAL,MINION,<b>Battlecry:</b> Give a minion +2 Attack this turn.,EXPERT1
113,-0.2701523643342826,2.9772419048856227,-1.4723524922764197,Gladiator's Longbow,EPIC,0.28,HUNTER,WEAPON,Your hero is <b>Immune</b> while attacking.,EXPERT1
114,1.2062189013433484,1.0692406918908843,3.2425437129768784,Reincarnate,COMMON,0.08,SHAMAN,SPELL,"Destroy a minion, then return it to life with full Health.",NAXX
115,-1.9427981643163386,3.897964247178159,-0.02706654545244181,Spellbender,EPIC,0.12,MAGE,SPELL,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.",EXPERT1
116,-1.4995555804294916,-4.20299103732181,-0.8245412552087733,Amani Berserker,COMMON,0.08,NEUTRAL,MINION,<b>Enrage:</b> +3 Attack,EXPERT1
117,-2.714912281315252,3.3436318433508974,0.018965931675137524,Bear Trap,COMMON,0.08,HUNTER,SPELL,"<b>Secret:</b> After your hero is attacked, summon a 3/3 Bear with <b>Taunt</b>.",TGT
118,-2.621167984265152,-2.9550444993733005,-1.6955626200728753,Flying Machine,COMMON,0.12,NEUTRAL,MINION,<b>Windfury</b>,GVG
119,1.6986193111043246,-2.142388949742669,-2.886348510753806,Tuskarr Jouster,RARE,0.2,PALADIN,MINION,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",TGT
120,-0.7471731729279341,-1.3577258504697483,1.7888368877729137,Fearsome Doomguard,COMMON,0.28,WARLOCK,MINION,,TGT
121,3.7197710134579047,-1.2552995919343135,-0.769157903798399,Arcane Nullifier X-21,RARE,0.16,NEUTRAL,MINION,"<b>Taunt</b>
Can't be targeted by spells or Hero Powers.",GVG
122,-1.5494480044461385,2.269049943102131,1.668195104470378,Sprint,COMMON,0.28,ROGUE,SPELL,Draw 4 cards.,CORE
123,-3.587322235490326,-3.886305723933826,0.41579388775957987,Frostwolf Warlord,COMMON,0.2,NEUTRAL,MINION,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,CORE
124,2.5194840276173185,2.365134803032479,-1.4358645580579763,Lorewalker Cho,LEGENDARY,0.08,NEUTRAL,MINION,"Whenever a player casts a spell, put a copy into the other player’s hand.",EXPERT1
125,-0.9254314542573814,-1.3489745256773868,2.840935567252689,Carrion Grub,COMMON,0.12,HUNTER,MINION,,OG
126,0.2639669968859662,1.308583636201014,1.6261990280491638,Lava Burst,RARE,0.12,SHAMAN,SPELL,Deal $5 damage. <b>Overload:</b> (2),EXPERT1
127,3.430828118625246,-2.368384326024526,2.1738700835573925,Knife Juggler,RARE,0.08,NEUTRAL,MINION,"After you summon a minion, deal 1 damage to a random enemy.",EXPERT1
128,1.2074584403817106,-0.8560043347456876,-0.7409163632306035,Captain's Parrot,EPIC,0.08,NEUTRAL,MINION,<b>Battlecry:</b> Put a random Pirate from your deck into your hand.,REWARD
129,0.8114530079502904,1.375959792964076,-3.2950403851676353,Rhonin,LEGENDARY,0.32,MAGE,MINION,<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.,TGT
130,3.390883026941938,-2.6447656754181383,-2.2207770394525226,Stampeding Kodo,RARE,0.2,NEUTRAL,MINION,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,EXPERT1
131,0.8296830601235984,0.7980473346986564,3.7864760492166964,Betrayal,COMMON,0.08,ROGUE,SPELL,Force an enemy minion to deal its damage to the minions next to it.,EXPERT1
132,1.47802306408798,3.503615799765711,2.1701308980536433,Multi-Shot,FREE,0.16,HUNTER,SPELL,Deal $3 damage to two random enemy minions.,CORE
133,3.722315558131412,-1.768061881973734,1.4148920106795035,Illuminator,RARE,0.12,NEUTRAL,MINION,"If you control a <b>Secret</b> at the end of your turn, restore 4 Health to your hero.",GVG
134,1.5205914893532464,1.7085466079597054,1.3478247721665952,Healing Wave,RARE,0.12,SHAMAN,SPELL,"Restore #7 Health. Reveal a minion in each deck. If yours costs more, Restore #14 instead.",TGT
135,-3.36423155029411,0.8838812089995693,-0.22909251606466574,Blade of C'Thun,EPIC,0.36,ROGUE,MINION,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to_your C'Thun's <i>(wherever it is).</i>,OG
136,0.4002140927882088,-2.6928017308399737,2.939019280958756,Core Hound,COMMON,0.28,NEUTRAL,MINION,,CORE
137,1.4496917030011527,1.307925370343004,3.442611500808486,Blessing of Kings,COMMON,0.16,PALADIN,SPELL,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,CORE
138,-2.360248936044441,-1.343311662863598,-2.474147676760941,Polluted Hoarder,COMMON,0.16,NEUTRAL,MINION,<b>Deathrattle:</b> Draw a card.,OG
139,-1.8226186263561077,-3.9810839295076637,-2.2159538185188654,Evil Heckler,COMMON,0.16,NEUTRAL,MINION,<b>Taunt</b>,TGT
140,-4.095130469542464,-0.5001065196196139,-0.8377203616876782,Frost Elemental,COMMON,0.24,NEUTRAL,MINION,<b>Battlecry:</b> <b>Freeze</b> a character.,EXPERT1
141,0.02569772721999767,-1.5770544995211135,-2.9393016080465,Sen'jin Shieldmasta,FREE,0.16,NEUTRAL,MINION,<b>Taunt</b>,CORE
142,3.3976268011124744,0.46167313230033397,-2.5355920975276316,Reno Jackson,LEGENDARY,0.24,NEUTRAL,MINION,"<b>Battlecry:</b> If your deck contains no more than 1 of any card, fully heal your hero.",LOE
143,-0.516141951099537,0.819717494564656,3.0910292198091955,Wrath,COMMON,0.08,DRUID,SPELL,<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.,EXPERT1
144,-0.7450037705502848,3.1832735821033515,-1.7297335444698327,Light's Justice,FREE,0.04,PALADIN,WEAPON,,CORE
145,3.782354779592556,-1.9740810252397387,1.6363940630364748,Silithid Swarmer,RARE,0.12,NEUTRAL,MINION,Can only attack if your hero attacked this turn.,OG
146,1.2506733892532014,3.8087096873131188,0.004550599251340973,Force of Nature,EPIC,0.2,DRUID,SPELL,Summon three 2/2 Treants.,EXPERT1
147,2.36446018031635,2.227169876850481,2.5765750098254983,Blessing of Might,FREE,0.04,PALADIN,SPELL,Give a minion +3 Attack.,CORE
148,3.7760911171244445,-1.980146572853636,1.633220715057017,Grim Patron,RARE,0.2,NEUTRAL,MINION,"Whenever this minion survives damage, summon another Grim Patron.",BRM
149,-0.2631274622153151,2.796266374508601,-1.8897325527460718,Cogmaster's Wrench,EPIC,0.12,ROGUE,WEAPON,Has +2 Attack while you have a Mech.,GVG
150,2.1418944754395657,-4.072679465283762,-0.6062982173636061,Deathlord,RARE,0.12,NEUTRAL,MINION,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,NAXX
151,2.608361948542526,-2.582462218083243,1.3864697971333217,One-eyed Cheat,RARE,0.08,ROGUE,MINION,"Whenever you summon a Pirate, gain <b>Stealth</b>.",GVG
152,1.4164110298923769,-0.27085265106969303,0.8220454929674765,Validated Doomsayer,EPIC,0.2,NEUTRAL,MINION,"At the start of your turn, set this minion's Attack to 7.",OG
153,1.5063743618773382,1.4619183926337895,1.9726422780522506,Explorer's Hat,RARE,0.08,HUNTER,SPELL,"Give a minion +1/+1 and ""<b>Deathrattle:</b> Add an Explorer's Hat to your hand.""",LOE
154,-0.436755343921176,2.94696686293717,0.2097349049876378,Everyfin is Awesome,RARE,0.28,SHAMAN,SPELL,"Give your minions +2/+2.
Costs (1) less for each Murloc you control.",LOE
155,1.391667205670718,-0.24547501687234646,0.803781404562131,Djinni of Zephyrs,EPIC,0.2,NEUTRAL,MINION,"After you cast a spell on another friendly minion, cast a copy of it on this one.",LOE
